comp,fiscalDateEnding,GrossMargin,OperatingMargin,NetProfitMargin,ROE,ROA,D/E,CurrentRatio,InterestCoverage,Debt/EBITDA,AssetTurover,InventoryTurnover,ARTurnover,APTurnover,RevenueGrowth,NetIncomeGrowth,EPSGrowth,FCFGrowth,DividendYield,P/E,P/S,P/B
CVX,2007-12-31,0.3138920073878246,0.14685112084887553,0.08459783435338428,0.24242424242424243,0.12560321535628352,0.9274335823993358,1.1650689389904727,195.42168674698794,1.7374842033634685,1.4847095828908634,28.543126177024483,9.841575336362826,6.966537966537967,0.05133306047078312,0.09044229198272835,0.12377928503832814,-0.07960668373295021,0.02421515054109075,10.647450770547945,0.9007512765726289,2.581200186799502
NFG,2008-09-30,0.48542865010721303,0.20252162070621876,0.11195316037879302,0.16757805411452614,0.06506436633498677,1.5755734444833154,1.333466819374698,6.903148616312239,3.7087965803635123,0.5811748959550742,10.413511394390065,11.443314057427262,8.502316328567593,0.17689792828474293,-0.2036627105836334,-0.19587115635382302,-0.402946450645956,0.0301090564248459,13.259313168036082,1.4844220136137856,2.2219698995945993
SHEL,2008-12-31,0.17315111194121172,0.10061677905226843,0.05641177569250784,0.20644223592724986,0.09304853736353624,1.2062301135247673,1.1046252688834348,44.031329381879765,2.3384406841616276,1.6494523744604304,19.912728776755248,NA,4.526354138510536,0.3092483599507563,-0.1613098847786537,-0.1460486192938678,0.19376163924403467,0.058934642992066494,6.216828595349545,0.35070234023962715,1.2834159956004243
XOM,2008-12-31,0.38371743895272775,0.15653537160234882,0.09698077112795371,0.400300978179082,0.19828810972935998,0.978435798698712,1.4718126272912424,124.9182763744428,1.1459838878578317,2.0446126322066895,24.67448050832904,18.876123390818556,13.561066540821143,0.1785083318379077,0.11351883772469828,0.19368131851593495,0.0493409390135251,0.019416259551547042,9.186421174547103,0.8909062094137403,3.677333382136237
CVX,2008-12-31,0.281898378039075,0.1408277567917979,0.08941521975496845,0.27618640938048195,0.14848757484565508,0.8545840642599944,1.1388689379508479,259.37951807228916,1.4081582200247218,1.6606521267024479,28.04085205719288,16.879351664984863,11.591797346200241,0.21156248868286687,0.2805543664383561,0.3317765410958904,0.13493248293149263,0.03420305529268622,6.33648823701475,0.5665784881874465,1.7500519342627643
NFG,2009-09-30,0.513919035574687,0.11093796230447034,0.04908890527763737,0.06336881369412724,0.02111664415032598,2.0008941403290637,2.4394126345731806,2.801414925854659,7.63402730096845,0.43017142123855323,12.405961533676694,12.559185797367615,5.07486475895797,-0.14531897493751977,-0.6252418802655473,-0.6073651476703283,0.6038408258638024,0.028814669286182055,36.676332166759344,1.800400995665214,2.3241356600592993
XOM,2009-12-31,0.30211275264217663,0.09287411474313133,0.06353746832189242,0.1743707549132216,0.0826322308559379,1.0665828577630259,1.0609669426249977,64.46167883211679,2.496316836713094,1.3005275947934838,18.330217259586256,10.97641526496654,8.737786763492325,-0.3492229957235812,-0.5736399823087129,-0.542002301501537,-0.8581129025841212,0.0243437454172166,17.133165830816388,1.088597981229226,2.987523059972868
SHEL,2009-12-31,0.19904324007729834,0.07562191148567841,0.043902935162680755,0.09175334051645154,0.04284330603290426,1.1291128849015253,1.1376121902605292,39.78228782287823,4.276679622431982,0.9758642759111646,8.331849689894199,NA,3.4004258423787617,-0.3878816763165861,-0.5236138067511512,-0.5202478065932459,-1.1771245840823699,0.055232074530028284,14.71345670234862,0.645963935622122,1.3500088029846589
CVX,2009-12-31,0.2536894011406844,0.0423657319391635,0.062280180608365016,0.11405226624888483,0.06367960345277941,0.7839937332724068,1.419861890046164,662.7142857142857,2.3498336920367833,1.0224697942546819,22.720021703743896,9.50799299553748,7.6424530023726955,-0.3710931515959931,-0.5619489365258452,-0.5512052275212627,-0.7772032978618253,0.03454994155085076,14.695336807211676,0.9152282304538973,1.676036466153143
NFG,2010-09-30,0.6259977972204535,0.2501847483361289,0.12832298496509237,0.12939103799547644,0.044247863875627375,1.9242324185224153,1.478812718853228,4.7932429267877295,5.232168692523925,0.34481635451095605,8.949613298718244,7.252986882436307,5.152614527413019,-0.14186395313186217,1.2432478055367993,1.1881056399999412,-0.6395526730595265,0.026249758733835168,18.9570568421472,2.432626120137256,2.4528732621446747
XOM,2010-12-31,0.2514474839581223,0.10840121580547113,0.08229652144545761,0.2074380784396516,0.10069088625169416,1.0203760581316952,0.9417399773282455,205.47490347490347,2.204110153284886,1.2235132722885194,21.351572133168926,11.464657415437987,9.001234567901234,0.21975132067637082,0.5798755186721991,0.5628479339196577,2.8494977850532903,0.023796498905908094,11.755372291529877,0.9674262478892266,2.4385118394976812
CVX,2010-12-31,0.3464616191888919,0.1280285371194462,0.09598482325755053,0.18104129195572938,0.10296099453912723,0.7514012999495627,1.683475803115952,642.1,1.7291082690960056,1.0726799408991767,23.580921172401236,9.54756972879233,6.725686691936238,0.1775071292775665,0.8147476867308976,0.8073599052473248,2.718134881186556,0.03112328767123288,9.636813498738436,0.9249878404423859,1.7446611661480191
SHEL,2010-12-31,0.12179396613558806,0.07130436672680245,0.0546846132110331,0.13598129893995797,0.06239769345238095,1.167329896698263,1.1227424616119024,36.02874132804757,3.326018326018326,1.141046626984127,11.013663622734088,NA,4.22245591116917,0.29084028632654,0.6078447036267773,0.6049376822708807,-2.349570238309082,0.05031446540880503,10.184887315546282,0.5569566234486056,1.384954206725085
NFG,2011-09-30,0.2940474758297814,0.2480051629093534,0.14526416623848548,0.13658441184321457,0.04889585905991248,1.7933738044331446,0.7792035080152397,6.41189948925385,4.664163336453904,0.33659959180599547,15.266518351021798,10.795647371551336,8.82933037095368,0.01041690925831995,0.14381199842417214,0.13000212175947756,-0.9359568553971728,0.02875924404272802,15.762628158295986,2.289745037142141,2.15292929610415
SHEL,2011-12-31,0.12834904747421683,0.0906010791818296,0.06575905362091665,0.1823887869653191,0.08955068253503912,1.0279441000017697,1.1667462180617383,38.99110807113543,2.481084390528669,1.3618000503972403,14.143601601325235,NA,5.00726975050705,0.2774441932749365,0.5361454762259652,0.515800813635191,1.8756050104747066,0.04597072102886852,7.354034106345819,0.48359432312924444,1.3412933599579984
XOM,2011-12-31,0.23797451550117873,0.11584719578441596,0.08791745266353909,0.26593953211223087,0.12402885347317037,1.1030596647581543,0.9413973292045674,297.58704453441294,1.9117042890657447,1.4107421190628662,23.68796592119276,12.08604627089695,10.47684653654803,0.26181425194191155,0.3479973736047275,0.3540806438035591,0.3677673204203564,0.021826333176026426,10.063443740867024,0.8847523387198654,2.6762675198839347
CVX,2011-12-31,0.3336607044207373,0.1567248159560668,0.11005806744662829,0.2215732151389827,0.12839302252308163,0.7191593481735348,1.584345238095238,NA,1.6921511233450288,1.166593467447034,29.376510914667147,11.213279493415317,7.35241793470899,0.2329640056912785,0.4137405382674517,0.41961868486383613,0.29933135306622805,0.029041353383458642,7.915356906488195,0.8711488842784127,1.7538310787431415
NFG,2012-09-30,0.3309069719267813,0.2754084112086341,0.1352777417504839,0.11227874159160653,0.0370803259635574,2.027986908797788,0.48412003610722704,5.297669294990723,5.457223425009027,0.2741051519913087,13.88909304343388,11.80564283796434,12.371608796954026,-0.08544266438503256,-0.14831541551535976,-0.1490168723429326,-44.954771801607514,0.026646928201332347,20.56233602257392,2.781626382248427,2.3087132127983594
SHEL,2012-12-31,0.12115516757893025,0.08074870545624238,0.05692353468777895,0.15217254462114232,0.07591337562162069,0.9963547717011256,1.1830808731787295,33.65158371040724,2.6113927467978524,1.3336026309328735,13.337935739579612,11.617831385227555,9.671951564266868,-0.006418941193735872,-0.13991849408111778,-0.1462444389777099,0.07990726288581995,0.049601160261058735,8.125842546630565,0.462551680070555,1.2365301375115165
CVX,2012-12-31,0.33137169868597943,0.15184092978880265,0.11353050869508652,0.19175383082827926,0.11236490372646814,0.6969470569277196,1.628668303519233,NA,1.942589983871297,0.9897331124292864,25.09423828125,10.982045054055341,6.76936248682824,-0.05639376194392953,-0.026622048707938273,-0.008772083910773776,0.029906679403336023,0.032457924912150916,8.11599395316857,0.921412922069474,1.5562729314992236
XOM,2012-12-31,0.22403983087823276,0.11047620313216348,0.0994000119598945,0.270584759711328,0.13445378151260504,0.9775236188902889,1.005004755297089,241.75229357798165,1.7077448099345909,1.3526535747989035,24.09249071654518,12.905050447309,10.368847849891976,-0.03323134109445025,0.09303458353628846,0.15137069894974187,-0.076683036423279,0.02518775274407857,8.924986631016044,0.8871437778648931,2.4149653629802907
NFG,2013-09-30,0.32809634713653785,0.2830410302855728,0.14211191707692214,0.11846610674939821,0.04181191561037041,1.8333097161426308,1.4848446740421815,5.598389136232746,4.713538652577815,0.2942182223024865,13.105910699816624,11.648591002279355,11.675978078132273,0.12459515395674958,0.18140923404081288,0.17298444006220315,-1.2748043937726203,0.02152414194299011,22.30492300875766,3.169795369027702,2.6423773901925935
XOM,2013-12-31,0.21002005531846135,0.09576414565293843,0.0774173312169111,0.18723815106636094,0.09394246960854422,0.9558053596777067,0.8268919747922592,6413.333333333333,2.2204079997863877,1.2134552836151415,20.60440037186241,12.6941361003861,10.752005174644243,-0.06793441548230494,-0.27406417112299464,-0.24000980392716698,-0.6516332834638282,0.024308300395256915,13.731343283683241,1.0630439510460132,2.5710313280943433
CVX,2013-12-31,0.3237431639382983,0.1236078053743709,0.09730827231599411,0.14366956603381328,0.08442461763998849,0.6929375708355409,1.5218971470107214,NA,2.455349080366903,0.8675995948816368,23.33573667711599,10.18203681435575,6.525619110234495,-0.045249143501452815,-0.18167233278582073,-0.1679677085368273,-1.0433076484018264,0.031222480185733727,11.267105896933204,1.0963826088319193,1.6187402146694119
SHEL,2013-12-31,0.10668720289871131,0.059547685795649716,0.036280430374416875,0.09092625814370692,0.045791469936673455,0.9795442301176915,1.1081408565484998,22.533333333333335,3.112617144067348,1.26215343820627,13.43243693558599,11.54230828260091,9.614186562358384,-0.03407448951414205,-0.38436371841155237,-0.3868679750627526,-0.9426728037948711,0.0499508909779711,13.698937694704048,0.49700335523618516,1.2455931451232178
DEC,2013-12-31,0.021280711936544787,-0.10872509189398336,-0.546914296769201,0.5591376582278481,-0.09614011222581194,-6.815862341772152,0.5106861642294713,-0.24757281553398058,19.725815684029765,0.1757864308791022,NA,NA,3.3525513585155733,NA,NA,NA,NA,NA,NA,NA,NA
NFG,2014-09-30,0.31252185789375797,0.26959354610637265,0.14169499418148193,0.12420256002137153,0.0444259500976097,1.7957209637268774,0.7691611493428133,6.187129416506677,4.476249760879344,0.31353224829318427,21.604976278647808,11.508591626772109,10.6289199116145,0.15497244952450084,0.15158403236910623,0.1432998104517338,-0.3416717823980123,0.021717388198314046,19.858238508448196,2.813812989909047,2.466444060264249
DEC,2014-12-31,0.22275074748572982,0.36232671921717857,-0.032345746126664854,0.032438326291399755,-0.006910569105691057,-5.694016628049612,0.08519427402862986,0.9129480614484272,8.31052317485578,0.21364692218350756,6.5285388127853885,6.392701998262381,2.289431545236189,0.4234861675372412,-0.9158118146444995,-0.9158118146445007,-6.655266534975347,NA,NA,NA,NA
XOM,2014-12-31,0.20460283427005493,0.08647949150607072,0.08251608073990434,0.18646895911100408,0.09304907394425639,0.9657681523403231,0.8186220661272106,181.52447552447552,2.4334879285683324,1.1276477640467764,18.7954191150018,14.070655860616231,12.396978565213953,-0.06351880542539134,-0.0018416206261510082,0.031207598480845755,0.7099120878937344,0.029204975662520283,12.16447368301353,1.003764692585986,2.268296745804735
SHEL,2014-12-31,0.09330214554564777,0.047206753660013534,0.035744054333242306,0.08752893013735273,0.04262621914611629,1.0486375213705035,1.157356284507957,16.73874374652585,3.3020215337288508,1.1925401284563713,19.38048830008629,13.340461255781538,11.883072422271328,-0.06677230268042156,-0.08056929937083868,-0.08322055083662416,23.79263835801847,0.05556385362210605,14.036726680839756,0.5017295211408082,1.228619669004338
CVX,2014-12-31,0.3193611778906102,0.09838698414915159,0.09596795914092192,0.1241130634466032,0.07232751685925436,0.7084849188533684,1.322808995802794,NA,2.937235920201102,0.753663175779811,20.978324365872407,11.979804015296367,7.182315789473685,-0.08930939878994892,-0.10185314848527283,-0.08552851454051613,-3.6062602965403623,0.03752897129613122,11.065229741697419,1.0619075157361317,1.3733395609825323
NFG,2015-09-30,0.34344002230661025,-0.34700919352631276,-0.21547174675864167,-0.1873306540801011,-0.05648647562277342,2.316380638281065,1.149865513067647,-6.022780508892039,-17.84360333771973,0.26215258600027097,17.878715244487058,14.003284294234593,6.409212364458833,-0.16666090888139162,-2.2672362255479888,-2.275714605320678,-2.9970582313034484,0.0312124849939976,-11.115972228913595,2.3951779530845645,2.0823623483786236
SHEL,2015-12-31,0.0585258152173913,-0.012307518115942028,0.007318085748792271,0.011904761904761904,0.005700308974973321,1.0807976620250987,1.3158651406664035,2.0633766233766235,5.736687740337613,0.7789344332176025,15.766211604095563,11.665052390596108,10.483420886740912,-0.3707982569667898,-0.8711799096465586,-0.8728360470651599,-0.6400772188501236,0.08211399868967023,75.49564259927799,0.5524835862016908,0.8987576499914045
XOM,2015-12-31,0.23437591201314134,0.05371184137016685,0.06733262734830354,0.09454894591097764,0.04795728683505663,0.9364033932240898,0.7896657773825404,71.63022508038586,3.9664724116553005,0.7122444010238806,11.304278239458295,12.068125786163522,10.160340821068939,-0.3913956940409282,-0.5033825338253383,-0.49342105270495207,-0.6314586862876261,0.036946760744066706,20.246753247693498,1.363267091440001,1.9143091776890833
CVX,2015-12-31,0.30122763132576486,-0.028554935539734462,0.03530498364441024,0.03003614552502685,0.017339532773871628,0.7245737185363682,1.3519456551615816,NA,5.635261764106743,0.4911355560595751,14.333438585412061,10.10303265940902,6.717076058005327,-0.3519756202180614,-0.7616028272958786,-0.7586878523008441,-3.7509481668773703,0.047576700755891516,36.77183151515151,1.2982289102174331,1.1044840826108593
DEC,2015-12-31,-0.2117703045685279,0.7346129441624365,-0.06551395939086295,0.0468413292503119,-0.008884204186116549,-6.272428263581717,0.07346546084279391,0.8700031476235442,8.989596879063718,0.135607804332394,17.723897911832946,4.686988847583643,4.74472049689441,-0.14324544713237297,0.7352941176470589,33.705882352941714,-0.19068103725733954,NA,NA,NA,NA
NFG,2016-09-30,0.4224017086013924,-0.2867759650127787,-0.20032690358685115,-0.1905417405586364,-0.05162136666627043,2.691140953134373,1.3598310380361958,-3.3249314298932617,-26.85063967695987,0.257685641528873,11.876228092528102,9.581654934920143,7.763687347301399,-0.17519150577001819,-0.23316474578772728,-0.2373242634292131,-2.7302797827028904,0.029591270575180323,-15.767674308697476,3.158689371027309,3.004400107340911
DEC,2016-12-31,0.08058427703922534,1.228185349307949,0.9673395699983588,1.9299279633267845,0.20590393013100436,8.372953503601833,0.11997714226343541,10.613491340018232,1.9686152740710325,0.21285589519650655,16806000.0,5.9270428015564205,4.886885722593777,1.8995875634517767,-43.813559322033896,-41.86605243420912,-0.7152166693108346,NA,NA,NA,NA
CVX,2016-12-31,0.28523340743093045,-0.049639341287483554,-0.00450936805335027,-0.003414493390859875,-0.0019109651719868654,0.7787793014372475,0.9318546484190656,-9.746268656716419,8.06689439225733,0.42377671313990417,14.537368518176786,7.8211041725801875,5.632632632632633,-0.15170290552241683,-1.1083496838892521,-1.1084759228890788,-0.08871942657271248,0.03644859813084113,-443.51562434607644,1.9999751875878964,1.5143811680727692
SHEL,2016-12-31,0.07530255874584209,0.010133095881262549,0.019585514852883887,0.02451164236040419,0.01112394383320163,1.193510710114334,1.1726244497121572,2.601256783776064,6.532668621700879,0.5679679046866452,9.919678530424799,9.065861988667235,7.695357868110727,-0.11839145531400963,1.3594636410520886,0.911620896404937,-1.7775349069788478,0.06914306730415594,46.9017099453552,0.918594136760406,1.1496379402719588
XOM,2016-12-31,0.217821041928345,0.013811631477161712,0.039077297286520325,0.04685492305393695,0.023734991553491527,0.9352099208127895,0.8693899827868509,18.591611479028696,5.092222583794338,0.607385699667589,10.40629973474801,9.377769468075162,8.815628335486771,-0.16354115420213966,-0.5145510835913313,-0.5116883116706175,0.5034910216741344,0.03301573232882783,48.010638298362245,1.8761259857007,2.2495347632401614
NFG,2017-09-30,0.42963552318180925,0.3758371674828674,0.1794325015618265,0.16638855221029092,0.046447179567841765,2.5823176726427524,1.2666108392836966,4.706401194956483,5.581841318656781,0.2588559996854171,12.138096392682993,10.899113517988342,7.12659459202961,0.08776066911959113,-1.9743055698760645,-1.9610153476567482,0.6691233620555681,0.028970146617205438,17.178059493936125,3.0823021869748417,2.858232448978274
SHEL,2017-12-31,0.09455762028186736,0.05072760576579647,0.04252258510579037,0.06676922760295541,0.03187692368157957,1.0768126530696247,1.196033447415598,5.615580448065173,4.334727946811375,0.7496468900532306,10.955159973040479,9.933888870804987,8.323954693336546,0.3064672868389622,1.836502732240437,1.697292277626444,-5.1456837534522935,0.028181681906760608,21.331058411034906,0.9070517466798175,1.424258294058326
XOM,2017-12-31,0.2376519003887638,0.05826818798964421,0.08310774913350367,0.10501470525553046,0.056525691801623784,0.8215282809769404,0.8158764778175901,32.07154742096506,3.936657475490196,0.6801494733159158,10.64030131826742,9.265226393718013,8.331413298926316,0.1820982116155272,1.5140306122448979,1.4633558630870462,0.4746102413771176,0.036585365853658534,18.06046879756469,1.500964910061477,1.8966148075529603
CVX,2017-12-31,0.2937463801476157,0.023226457965160312,0.06827598497111544,0.062076368448057036,0.03622845795607669,0.7054022305635819,1.0296715578469193,31.035830618892508,3.8153436062221573,0.5306178734939284,17.030259623992837,8.771836123233244,6.530312392722279,0.22192079118087382,-19.501006036217305,-19.258789024833234,-4.138157765973819,0.03450754852624012,25.83628877324633,1.763998063991565,1.6038229812184386
DEC,2017-12-31,0.33166574909639274,0.3876295569332408,0.21243746559111473,0.0989861586678415,0.03880918126839337,1.5505861095930136,1.9287110647725791,6.507751196172249,3.3895065340354984,0.18268520178587827,27921000.0,3.0018682187253,13.096153846153847,1.285518901471634,-0.49807714059495534,-0.8246740120358086,32.35213831353314,NA,NA,NA,NA
NFG,2018-09-30,0.3793106912426193,0.32632224669548204,0.245827127813204,0.2020930868773002,0.06485909186238484,2.11587907067975,1.2375380629914103,4.353303295436684,5.543070411488689,0.2638402540815965,12.699794450154162,9.612916465475616,6.177253157200792,0.008093647559531458,0.3811141448134272,0.3744304493180408,-0.39965620258197787,0.029967891544773455,12.376882644558018,3.0425735117927903,2.5012824195568126
DEC,2018-12-31,0.8233972578157084,1.0180419575592972,0.6940666530926358,0.26856581243832317,0.12917316432151638,1.0791146044069475,1.7352282622216693,15.695408481005492,2.5315429051175378,0.18611060442962366,9.650009428625307,3.6936304189876483,5.453906000213151,5.936089235703856,21.661295774647886,6.025717294634598,7.713632892779838,NA,NA,NA,NA
CVX,2018-12-31,0.28259556204453057,0.09091137934072573,0.0932902040251224,0.09591469648148868,0.05839370053926724,0.6355125069554978,1.2521070258731737,28.50668449197861,2.453071928071928,0.6259360363660714,19.985448807854137,10.55827242524917,8.170070952483337,0.17990109449485425,0.6121805328983143,0.5983051005954354,0.5152531989555555,0.04118025553819285,14.0472005214517,1.310466202628035,1.3473329744296492
SHEL,2018-12-31,0.115544352295052,0.08030557779900561,0.06012683487006249,0.11755585312566072,0.05849787321452727,0.9900023156771341,1.25277267294668,10.961129753914989,3.229175218797721,0.9729079094375166,16.26670455083582,14.101848153661813,11.31771605548417,0.2726268845497233,0.799491407875472,0.7887789948085979,0.3699139242026621,0.06452720096104342,10.416211652106888,0.6262938379778515,1.2244866471008728
XOM,2018-12-31,0.24248206435352915,0.07920324202024831,0.0746065613678347,0.10865824791182206,0.06019711377370045,0.7699302376508128,0.8395988659036018,41.40861618798956,2.9262048192771086,0.8068608533894095,11.161462179554805,11.30853001902757,10.046004842615012,0.17781094779096152,0.057331303906646314,0.06207269988829034,0.3421302125034831,0.047367649215427486,13.86377303262956,1.034328433548609,1.5064132871726956
NFG,2019-09-30,0.35474142105623707,0.3022496474406673,0.1796989603928822,0.14225640186533584,0.047087992445865985,2.021075957504003,0.8594835840989031,4.64860991419686,5.600441492524552,0.2620382017954686,13.727457754884101,8.07575316790744,8.264530134333777,0.06320463524099185,-0.2228003095619392,-0.22578790630464307,-1.1048029728738233,0.03665814151747655,13.380003655328796,2.404372746915549,1.9033911769521161
XOM,2019-12-31,0.21894257442787665,0.04994854900365048,0.056107018072407006,0.07482389773023741,0.03954803818012835,0.853947299765197,0.7821969400990795,25.163855421686748,4.1033747868819574,0.7048679387860352,10.774233592400691,9.477972261366165,8.083947517615615,-0.08502069222287456,-0.31190019193857965,-0.31721805930767244,-0.6395974966074198,0.049154485525938665,20.77828451882845,1.1658075850115226,1.5547122358465955
DEC,2019-12-31,0.6067222491433318,0.23158379772247412,0.2150323630196255,0.10595489988114717,0.049552828100541395,1.138221044945557,1.2641204524851208,4.598845006431836,4.011785833705907,0.2304435825597974,35.21111756730583,6.253124830907418,10.885928143712574,0.5952569115398818,-0.5057652434628255,-0.7026498600617209,-0.7594286028506979,NA,NA,NA,NA
SHEL,2019-12-31,0.10657422791314004,0.06653386569704561,0.04593811706782418,0.08495999485188442,0.03918275889359345,1.1469197108475084,1.1640836933587864,6.591268100043879,3.8779532556073324,0.8529465592972182,12.800548377715923,11.333826284136844,10.445875851781537,-0.11200914570561227,-0.32155704008221997,-0.3018037917453842,-0.2985483122068161,0.06375042387249916,15.100525468661237,0.6936897067650206,1.2829405660782085
CVX,2019-12-31,0.2183105137096486,0.0007149751546133772,0.02090587352089515,0.020275564616227384,0.012315312431558199,0.639470782800441,1.0678100263852244,7.93734335839599,3.795217910202066,0.5890838485772529,18.69545143638851,10.496435272045028,7.752322200950152,-0.11980340083825247,-0.8027522935779816,-0.800776721127603,-0.13819603697401006,0.039498796780350176,78.10589406976743,1.6328719426589926,1.5836411021197812
NFG,2020-09-30,0.36713400000388025,0.01930943140715428,-0.08004444182886662,-0.06276515147673462,-0.0171407260365734,2.661755712261649,0.6836737580319122,0.1028724685463413,16.495637990961715,0.21414011572745953,11.483835005574136,9.38778967051781,6.752936224243344,-0.08683530459472799,-1.4067567123467746,-1.4012282472168731,15.195010866923678,0.04336043360433604,-28.848668907749733,2.309175600226607,1.8106910738970765
SHEL,2020-12-31,-0.0719773128839113,-0.1414067562852063,-0.12008219648504788,-0.1395917841735883,-0.05716274507735954,1.4212285107204945,1.247544364248114,-5.405463182897862,99.24955035971223,0.47603014227406476,9.946959962995322,8.218828242363545,8.53944581715496,-0.4765003175045016,-2.3684276967746007,-2.424055837919332,-0.17553677889406882,0.054439385315879336,-6.317744095940959,0.7586485878710335,0.8819051703045522
XOM,2020-12-31,0.04551054464815707,-0.164906425347475,-0.1256621904644573,-0.142793509385937,-0.06743801652892562,1.0729875914731148,0.7964977023934141,-23.942141623488773,9.222270837891053,0.5366611570247933,9.042281167108753,8.676643506146446,9.740385164866563,-0.3013072074433746,-2.564853556485356,-2.564487166048342,-1.3946763963302797,0.08442503639010189,-7.845393048128342,0.9858692754824331,1.1202712058542794
CVX,2020-12-31,0.24150268336314848,-0.0734828677583597,-0.05867409046162314,-0.04209191422149323,-0.02311605988573335,0.8130125751776928,1.175584907361493,-9.69296987087518,10.259103104637791,0.39397389382376247,12.624383368569415,8.2356376950571,6.5439269406392695,-0.3245558216851965,-2.8956908344733243,-2.9211342875648816,-0.7443369482193004,0.061101243339254,-28.49066933970774,1.6716641101502048,1.1992268099599053
DEC,2020-12-31,0.2139503245712552,-0.18979527420337514,-0.05743675570660618,-0.026474694865438533,-0.01024760311557868,1.5835011921169155,0.480769035042187,-2.1437203575337467,60.32326530612245,0.17841542387812886,50.871417260490894,6.100715021420788,16.716255593714227,-0.11587302274064593,-1.2361569416498994,-1.2222364451901067,-0.952381228409894,NA,NA,NA,NA
